% time	cellId	IMSI	RNTI	SlPframe	SlPsframe	SchStartframe	SchSsframe	frame	sframe	mcs	TBS	psschRB	psschLen
3537	0	20	20	353	1	354	7	355	2	10	173	8	8
3545	0	20	20	353	1	354	7	355	10	10	173	8	8
3553	0	20	20	353	1	354	7	356	8	10	173	8	8
3561	0	20	20	353	1	354	7	357	6	10	173	8	8
3569	0	20	20	353	1	354	7	358	4	10	173	8	8
3577	0	20	20	353	1	354	7	359	2	10	173	8	8
3585	0	20	20	353	1	354	7	359	10	10	173	8	8
3593	0	20	20	353	1	354	7	360	8	10	173	8	8
4172	0	50	50	417	1	418	7	418	7	10	173	0	8
4173	0	14	14	417	1	418	7	418	8	10	173	8	8
4174	0	9	9	417	1	418	7	418	9	10	173	0	8
4178	0	41	41	417	1	418	7	419	3	10	173	8	8
4180	0	50	50	417	1	418	7	419	5	10	173	0	8
4181	0	14	14	417	1	418	7	419	6	10	173	8	8
4182	0	9	9	417	1	418	7	419	7	10	173	0	8
4186	0	41	41	417	1	418	7	420	1	10	173	8	8
4188	0	50	50	417	1	418	7	420	3	10	173	0	8
4189	0	14	14	417	1	418	7	420	4	10	173	8	8
4190	0	9	9	417	1	418	7	420	5	10	173	0	8
4194	0	41	41	417	1	418	7	420	9	10	173	8	8
4196	0	50	50	417	1	418	7	421	1	10	173	0	8
4197	0	14	14	417	1	418	7	421	2	10	173	8	8
4198	0	9	9	417	1	418	7	421	3	10	173	0	8
4202	0	41	41	417	1	418	7	421	7	10	173	8	8
4204	0	50	50	417	1	418	7	421	9	10	173	0	8
4205	0	14	14	417	1	418	7	421	10	10	173	8	8
4206	0	9	9	417	1	418	7	422	1	10	173	0	8
4210	0	41	41	417	1	418	7	422	5	10	173	8	8
4212	0	50	50	417	1	418	7	422	7	10	173	0	8
4213	0	14	14	417	1	418	7	422	8	10	173	8	8
4214	0	9	9	417	1	418	7	422	9	10	173	0	8
4218	0	41	41	417	1	418	7	423	3	10	173	8	8
4220	0	50	50	417	1	418	7	423	5	10	173	0	8
4221	0	14	14	417	1	418	7	423	6	10	173	8	8
4222	0	9	9	417	1	418	7	423	7	10	173	0	8
4226	0	41	41	417	1	418	7	424	1	10	173	8	8
4228	0	50	50	417	1	418	7	424	3	10	173	0	8
4229	0	14	14	417	1	418	7	424	4	10	173	8	8
4230	0	9	9	417	1	418	7	424	5	10	173	0	8
4234	0	41	41	417	1	418	7	424	9	10	173	8	8
4252	0	30	30	425	1	426	7	426	7	10	173	0	8
4252	0	31	31	425	1	426	7	426	7	10	173	32	8
4253	0	47	47	425	1	426	7	426	8	10	173	24	8
4253	0	49	49	425	1	426	7	426	8	10	173	0	8
4254	0	33	33	425	1	426	7	426	9	10	173	0	8
4254	0	34	34	425	1	426	7	426	9	10	173	40	8
4255	0	38	38	425	1	426	7	426	10	10	173	0	8
4255	0	40	40	425	1	426	7	426	10	10	173	32	8
4255	0	48	48	425	1	426	7	426	10	10	173	8	8
4257	0	32	32	425	1	426	7	427	2	10	173	32	8
4259	0	35	35	425	1	426	7	427	4	10	173	16	8
4260	0	30	30	425	1	426	7	427	5	10	173	0	8
4260	0	31	31	425	1	426	7	427	5	10	173	32	8
4261	0	47	47	425	1	426	7	427	6	10	173	24	8
4261	0	49	49	425	1	426	7	427	6	10	173	0	8
4262	0	33	33	425	1	426	7	427	7	10	173	0	8
4262	0	34	34	425	1	426	7	427	7	10	173	40	8
4263	0	38	38	425	1	426	7	427	8	10	173	0	8
4263	0	40	40	425	1	426	7	427	8	10	173	32	8
4263	0	48	48	425	1	426	7	427	8	10	173	8	8
4265	0	32	32	425	1	426	7	427	10	10	173	32	8
4267	0	35	35	425	1	426	7	428	2	10	173	16	8
4268	0	30	30	425	1	426	7	428	3	10	173	0	8
4268	0	31	31	425	1	426	7	428	3	10	173	32	8
4269	0	47	47	425	1	426	7	428	4	10	173	24	8
4269	0	49	49	425	1	426	7	428	4	10	173	0	8
4270	0	33	33	425	1	426	7	428	5	10	173	0	8
4270	0	34	34	425	1	426	7	428	5	10	173	40	8
4271	0	38	38	425	1	426	7	428	6	10	173	0	8
4271	0	40	40	425	1	426	7	428	6	10	173	32	8
4271	0	48	48	425	1	426	7	428	6	10	173	8	8
4273	0	32	32	425	1	426	7	428	8	10	173	32	8
4275	0	35	35	425	1	426	7	428	10	10	173	16	8
4276	0	30	30	425	1	426	7	429	1	10	173	0	8
4276	0	31	31	425	1	426	7	429	1	10	173	32	8
4277	0	47	47	425	1	426	7	429	2	10	173	24	8
4277	0	49	49	425	1	426	7	429	2	10	173	0	8
4278	0	33	33	425	1	426	7	429	3	10	173	0	8
4278	0	34	34	425	1	426	7	429	3	10	173	40	8
4279	0	38	38	425	1	426	7	429	4	10	173	0	8
4279	0	40	40	425	1	426	7	429	4	10	173	32	8
4279	0	48	48	425	1	426	7	429	4	10	173	8	8
4281	0	32	32	425	1	426	7	429	6	10	173	32	8
4283	0	35	35	425	1	426	7	429	8	10	173	16	8
4284	0	30	30	425	1	426	7	429	9	10	173	0	8
4284	0	31	31	425	1	426	7	429	9	10	173	32	8
4285	0	47	47	425	1	426	7	429	10	10	173	24	8
4285	0	49	49	425	1	426	7	429	10	10	173	0	8
4286	0	33	33	425	1	426	7	430	1	10	173	0	8
4286	0	34	34	425	1	426	7	430	1	10	173	40	8
4287	0	38	38	425	1	426	7	430	2	10	173	0	8
4287	0	40	40	425	1	426	7	430	2	10	173	32	8
4287	0	48	48	425	1	426	7	430	2	10	173	8	8
4289	0	32	32	425	1	426	7	430	4	10	173	32	8
4291	0	35	35	425	1	426	7	430	6	10	173	16	8
4292	0	30	30	425	1	426	7	430	7	10	173	0	8
4292	0	31	31	425	1	426	7	430	7	10	173	32	8
4293	0	47	47	425	1	426	7	430	8	10	173	24	8
4293	0	49	49	425	1	426	7	430	8	10	173	0	8
4294	0	33	33	425	1	426	7	430	9	10	173	0	8
4294	0	34	34	425	1	426	7	430	9	10	173	40	8
4295	0	38	38	425	1	426	7	430	10	10	173	0	8
4295	0	40	40	425	1	426	7	430	10	10	173	32	8
4295	0	48	48	425	1	426	7	430	10	10	173	8	8
4297	0	32	32	425	1	426	7	431	2	10	173	32	8
4299	0	35	35	425	1	426	7	431	4	10	173	16	8
4300	0	30	30	425	1	426	7	431	5	10	173	0	8
4300	0	31	31	425	1	426	7	431	5	10	173	32	8
4301	0	47	47	425	1	426	7	431	6	10	173	24	8
4301	0	49	49	425	1	426	7	431	6	10	173	0	8
4302	0	33	33	425	1	426	7	431	7	10	173	0	8
4302	0	34	34	425	1	426	7	431	7	10	173	40	8
4303	0	38	38	425	1	426	7	431	8	10	173	0	8
4303	0	40	40	425	1	426	7	431	8	10	173	32	8
4303	0	48	48	425	1	426	7	431	8	10	173	8	8
4305	0	32	32	425	1	426	7	431	10	10	173	32	8
4307	0	35	35	425	1	426	7	432	2	10	173	16	8
4308	0	30	30	425	1	426	7	432	3	10	173	0	8
4308	0	31	31	425	1	426	7	432	3	10	173	32	8
4309	0	47	47	425	1	426	7	432	4	10	173	24	8
4309	0	49	49	425	1	426	7	432	4	10	173	0	8
4310	0	33	33	425	1	426	7	432	5	10	173	0	8
4310	0	34	34	425	1	426	7	432	5	10	173	40	8
4311	0	38	38	425	1	426	7	432	6	10	173	0	8
4311	0	40	40	425	1	426	7	432	6	10	173	32	8
4311	0	48	48	425	1	426	7	432	6	10	173	8	8
4313	0	32	32	425	1	426	7	432	8	10	173	32	8
4315	0	35	35	425	1	426	7	432	10	10	173	16	8
4332	0	1	1	433	1	434	7	434	7	10	173	8	8
4333	0	46	46	433	1	434	7	434	8	10	173	24	8
4335	0	5	5	433	1	434	7	434	10	10	173	16	8
4337	0	24	24	433	1	434	7	435	2	10	173	24	8
4338	0	44	44	433	1	434	7	435	3	10	173	16	8
4340	0	1	1	433	1	434	7	435	5	10	173	8	8
4341	0	46	46	433	1	434	7	435	6	10	173	24	8
4343	0	5	5	433	1	434	7	435	8	10	173	16	8
4345	0	24	24	433	1	434	7	435	10	10	173	24	8
4346	0	44	44	433	1	434	7	436	1	10	173	16	8
4348	0	1	1	433	1	434	7	436	3	10	173	8	8
4349	0	46	46	433	1	434	7	436	4	10	173	24	8
4351	0	5	5	433	1	434	7	436	6	10	173	16	8
4353	0	24	24	433	1	434	7	436	8	10	173	24	8
4354	0	44	44	433	1	434	7	436	9	10	173	16	8
4356	0	1	1	433	1	434	7	437	1	10	173	8	8
4357	0	46	46	433	1	434	7	437	2	10	173	24	8
4359	0	5	5	433	1	434	7	437	4	10	173	16	8
4361	0	24	24	433	1	434	7	437	6	10	173	24	8
4362	0	44	44	433	1	434	7	437	7	10	173	16	8
4364	0	1	1	433	1	434	7	437	9	10	173	8	8
4365	0	46	46	433	1	434	7	437	10	10	173	24	8
4367	0	5	5	433	1	434	7	438	2	10	173	16	8
4369	0	24	24	433	1	434	7	438	4	10	173	24	8
4370	0	44	44	433	1	434	7	438	5	10	173	16	8
4372	0	1	1	433	1	434	7	438	7	10	173	8	8
4373	0	46	46	433	1	434	7	438	8	10	173	24	8
4375	0	5	5	433	1	434	7	438	10	10	173	16	8
4377	0	24	24	433	1	434	7	439	2	10	173	24	8
4378	0	44	44	433	1	434	7	439	3	10	173	16	8
4380	0	1	1	433	1	434	7	439	5	10	173	8	8
4381	0	46	46	433	1	434	7	439	6	10	173	24	8
4383	0	5	5	433	1	434	7	439	8	10	173	16	8
4385	0	24	24	433	1	434	7	439	10	10	173	24	8
4386	0	44	44	433	1	434	7	440	1	10	173	16	8
4388	0	1	1	433	1	434	7	440	3	10	173	8	8
4389	0	46	46	433	1	434	7	440	4	10	173	24	8
4391	0	5	5	433	1	434	7	440	6	10	173	16	8
4393	0	24	24	433	1	434	7	440	8	10	173	24	8
4394	0	44	44	433	1	434	7	440	9	10	173	16	8
4412	0	28	28	441	1	442	7	442	7	10	173	32	8
4415	0	37	37	441	1	442	7	442	10	10	173	16	8
4419	0	12	12	441	1	442	7	443	4	10	173	0	8
4419	0	22	22	441	1	442	7	443	4	10	173	32	8
4420	0	28	28	441	1	442	7	443	5	10	173	32	8
4423	0	37	37	441	1	442	7	443	8	10	173	16	8
4427	0	12	12	441	1	442	7	444	2	10	173	0	8
4427	0	22	22	441	1	442	7	444	2	10	173	32	8
4428	0	28	28	441	1	442	7	444	3	10	173	32	8
4431	0	37	37	441	1	442	7	444	6	10	173	16	8
4435	0	12	12	441	1	442	7	444	10	10	173	0	8
4435	0	22	22	441	1	442	7	444	10	10	173	32	8
4436	0	28	28	441	1	442	7	445	1	10	173	32	8
4439	0	37	37	441	1	442	7	445	4	10	173	16	8
4443	0	12	12	441	1	442	7	445	8	10	173	0	8
4443	0	22	22	441	1	442	7	445	8	10	173	32	8
4444	0	28	28	441	1	442	7	445	9	10	173	32	8
4447	0	37	37	441	1	442	7	446	2	10	173	16	8
4451	0	12	12	441	1	442	7	446	6	10	173	0	8
4451	0	22	22	441	1	442	7	446	6	10	173	32	8
4452	0	28	28	441	1	442	7	446	7	10	173	32	8
4455	0	37	37	441	1	442	7	446	10	10	173	16	8
4459	0	12	12	441	1	442	7	447	4	10	173	0	8
4459	0	22	22	441	1	442	7	447	4	10	173	32	8
4460	0	28	28	441	1	442	7	447	5	10	173	32	8
4463	0	37	37	441	1	442	7	447	8	10	173	16	8
4467	0	12	12	441	1	442	7	448	2	10	173	0	8
4467	0	22	22	441	1	442	7	448	2	10	173	32	8
4468	0	28	28	441	1	442	7	448	3	10	173	32	8
4471	0	37	37	441	1	442	7	448	6	10	173	16	8
4475	0	12	12	441	1	442	7	448	10	10	173	0	8
4475	0	22	22	441	1	442	7	448	10	10	173	32	8
4492	0	8	8	449	1	450	7	450	7	10	173	24	8
4494	0	45	45	449	1	450	7	450	9	10	173	32	8
4495	0	20	20	449	1	450	7	450	10	10	173	32	8
4497	0	16	16	449	1	450	7	451	2	10	173	24	8
4499	0	17	17	449	1	450	7	451	4	10	173	40	8
4499	0	23	23	449	1	450	7	451	4	10	173	0	8
4500	0	8	8	449	1	450	7	451	5	10	173	24	8
4502	0	45	45	449	1	450	7	451	7	10	173	32	8
4503	0	20	20	449	1	450	7	451	8	10	173	32	8
4505	0	16	16	449	1	450	7	451	10	10	173	24	8
4507	0	17	17	449	1	450	7	452	2	10	173	40	8
4507	0	23	23	449	1	450	7	452	2	10	173	0	8
4508	0	8	8	449	1	450	7	452	3	10	173	24	8
4510	0	45	45	449	1	450	7	452	5	10	173	32	8
4511	0	20	20	449	1	450	7	452	6	10	173	32	8
4513	0	16	16	449	1	450	7	452	8	10	173	24	8
4515	0	17	17	449	1	450	7	452	10	10	173	40	8
4515	0	23	23	449	1	450	7	452	10	10	173	0	8
4516	0	8	8	449	1	450	7	453	1	10	173	24	8
4518	0	45	45	449	1	450	7	453	3	10	173	32	8
4519	0	20	20	449	1	450	7	453	4	10	173	32	8
4521	0	16	16	449	1	450	7	453	6	10	173	24	8
4523	0	17	17	449	1	450	7	453	8	10	173	40	8
4523	0	23	23	449	1	450	7	453	8	10	173	0	8
4524	0	8	8	449	1	450	7	453	9	10	173	24	8
4526	0	45	45	449	1	450	7	454	1	10	173	32	8
4527	0	20	20	449	1	450	7	454	2	10	173	32	8
4529	0	16	16	449	1	450	7	454	4	10	173	24	8
4531	0	17	17	449	1	450	7	454	6	10	173	40	8
4531	0	23	23	449	1	450	7	454	6	10	173	0	8
4532	0	8	8	449	1	450	7	454	7	10	173	24	8
4534	0	45	45	449	1	450	7	454	9	10	173	32	8
4535	0	20	20	449	1	450	7	454	10	10	173	32	8
4537	0	16	16	449	1	450	7	455	2	10	173	24	8
4539	0	17	17	449	1	450	7	455	4	10	173	40	8
4539	0	23	23	449	1	450	7	455	4	10	173	0	8
4540	0	8	8	449	1	450	7	455	5	10	173	24	8
4542	0	45	45	449	1	450	7	455	7	10	173	32	8
4543	0	20	20	449	1	450	7	455	8	10	173	32	8
4545	0	16	16	449	1	450	7	455	10	10	173	24	8
4547	0	17	17	449	1	450	7	456	2	10	173	40	8
4547	0	23	23	449	1	450	7	456	2	10	173	0	8
4548	0	8	8	449	1	450	7	456	3	10	173	24	8
4550	0	45	45	449	1	450	7	456	5	10	173	32	8
4551	0	20	20	449	1	450	7	456	6	10	173	32	8
4553	0	16	16	449	1	450	7	456	8	10	173	24	8
4555	0	17	17	449	1	450	7	456	10	10	173	40	8
4555	0	23	23	449	1	450	7	456	10	10	173	0	8
4573	0	15	15	457	1	458	7	458	8	10	173	40	8
4574	0	25	25	457	1	458	7	458	9	10	173	0	8
4576	0	42	42	457	1	458	7	459	1	10	173	40	8
4578	0	36	36	457	1	458	7	459	3	10	173	0	8
4579	0	43	43	457	1	458	7	459	4	10	173	16	8
4581	0	15	15	457	1	458	7	459	6	10	173	40	8
4582	0	25	25	457	1	458	7	459	7	10	173	0	8
4584	0	42	42	457	1	458	7	459	9	10	173	40	8
4586	0	36	36	457	1	458	7	460	1	10	173	0	8
4587	0	43	43	457	1	458	7	460	2	10	173	16	8
4589	0	15	15	457	1	458	7	460	4	10	173	40	8
4590	0	25	25	457	1	458	7	460	5	10	173	0	8
4592	0	42	42	457	1	458	7	460	7	10	173	40	8
4594	0	36	36	457	1	458	7	460	9	10	173	0	8
4595	0	43	43	457	1	458	7	460	10	10	173	16	8
4597	0	15	15	457	1	458	7	461	2	10	173	40	8
4598	0	25	25	457	1	458	7	461	3	10	173	0	8
4600	0	42	42	457	1	458	7	461	5	10	173	40	8
4602	0	36	36	457	1	458	7	461	7	10	173	0	8
4603	0	43	43	457	1	458	7	461	8	10	173	16	8
4605	0	15	15	457	1	458	7	461	10	10	173	40	8
4606	0	25	25	457	1	458	7	462	1	10	173	0	8
4608	0	42	42	457	1	458	7	462	3	10	173	40	8
4610	0	36	36	457	1	458	7	462	5	10	173	0	8
4611	0	43	43	457	1	458	7	462	6	10	173	16	8
4613	0	15	15	457	1	458	7	462	8	10	173	40	8
4614	0	25	25	457	1	458	7	462	9	10	173	0	8
4616	0	42	42	457	1	458	7	463	1	10	173	40	8
4618	0	36	36	457	1	458	7	463	3	10	173	0	8
4619	0	43	43	457	1	458	7	463	4	10	173	16	8
4621	0	15	15	457	1	458	7	463	6	10	173	40	8
4622	0	25	25	457	1	458	7	463	7	10	173	0	8
4624	0	42	42	457	1	458	7	463	9	10	173	40	8
4626	0	36	36	457	1	458	7	464	1	10	173	0	8
4627	0	43	43	457	1	458	7	464	2	10	173	16	8
4629	0	15	15	457	1	458	7	464	4	10	173	40	8
4630	0	25	25	457	1	458	7	464	5	10	173	0	8
4632	0	42	42	457	1	458	7	464	7	10	173	40	8
4634	0	36	36	457	1	458	7	464	9	10	173	0	8
4635	0	43	43	457	1	458	7	464	10	10	173	16	8
4972	0	39	39	497	1	498	7	498	7	10	173	8	8
4973	0	50	50	497	1	498	7	498	8	10	173	8	8
4978	0	41	41	497	1	498	7	499	3	10	173	8	8
4979	0	9	9	497	1	498	7	499	4	10	173	8	8
4980	0	39	39	497	1	498	7	499	5	10	173	8	8
4981	0	50	50	497	1	498	7	499	6	10	173	8	8
4986	0	41	41	497	1	498	7	500	1	10	173	8	8
4987	0	9	9	497	1	498	7	500	2	10	173	8	8
4988	0	39	39	497	1	498	7	500	3	10	173	8	8
4989	0	50	50	497	1	498	7	500	4	10	173	8	8
4994	0	41	41	497	1	498	7	500	9	10	173	8	8
4995	0	9	9	497	1	498	7	500	10	10	173	8	8
4996	0	39	39	497	1	498	7	501	1	10	173	8	8
4997	0	50	50	497	1	498	7	501	2	10	173	8	8
5002	0	41	41	497	1	498	7	501	7	10	173	8	8
5003	0	9	9	497	1	498	7	501	8	10	173	8	8
5004	0	39	39	497	1	498	7	501	9	10	173	8	8
5005	0	50	50	497	1	498	7	501	10	10	173	8	8
5010	0	41	41	497	1	498	7	502	5	10	173	8	8
5011	0	9	9	497	1	498	7	502	6	10	173	8	8
5012	0	39	39	497	1	498	7	502	7	10	173	8	8
5013	0	50	50	497	1	498	7	502	8	10	173	8	8
5018	0	41	41	497	1	498	7	503	3	10	173	8	8
5019	0	9	9	497	1	498	7	503	4	10	173	8	8
5020	0	39	39	497	1	498	7	503	5	10	173	8	8
5021	0	50	50	497	1	498	7	503	6	10	173	8	8
5026	0	41	41	497	1	498	7	504	1	10	173	8	8
5027	0	9	9	497	1	498	7	504	2	10	173	8	8
5028	0	39	39	497	1	498	7	504	3	10	173	8	8
5029	0	50	50	497	1	498	7	504	4	10	173	8	8
5034	0	41	41	497	1	498	7	504	9	10	173	8	8
5035	0	9	9	497	1	498	7	504	10	10	173	8	8
5054	0	30	30	505	1	506	7	506	9	10	173	24	8
5055	0	14	14	505	1	506	7	506	10	10	173	24	8
5055	0	40	40	505	1	506	7	506	10	10	173	0	8
5057	0	47	47	505	1	506	7	507	2	10	173	32	8
5059	0	33	33	505	1	506	7	507	4	10	173	16	8
5062	0	30	30	505	1	506	7	507	7	10	173	24	8
5063	0	14	14	505	1	506	7	507	8	10	173	24	8
5063	0	40	40	505	1	506	7	507	8	10	173	0	8
5065	0	47	47	505	1	506	7	507	10	10	173	32	8
5067	0	33	33	505	1	506	7	508	2	10	173	16	8
5070	0	30	30	505	1	506	7	508	5	10	173	24	8
5071	0	14	14	505	1	506	7	508	6	10	173	24	8
5071	0	40	40	505	1	506	7	508	6	10	173	0	8
5073	0	47	47	505	1	506	7	508	8	10	173	32	8
5075	0	33	33	505	1	506	7	508	10	10	173	16	8
5078	0	30	30	505	1	506	7	509	3	10	173	24	8
5079	0	14	14	505	1	506	7	509	4	10	173	24	8
5079	0	40	40	505	1	506	7	509	4	10	173	0	8
5081	0	47	47	505	1	506	7	509	6	10	173	32	8
5083	0	33	33	505	1	506	7	509	8	10	173	16	8
5086	0	30	30	505	1	506	7	510	1	10	173	24	8
5087	0	14	14	505	1	506	7	510	2	10	173	24	8
5087	0	40	40	505	1	506	7	510	2	10	173	0	8
5089	0	47	47	505	1	506	7	510	4	10	173	32	8
5091	0	33	33	505	1	506	7	510	6	10	173	16	8
5094	0	30	30	505	1	506	7	510	9	10	173	24	8
5095	0	14	14	505	1	506	7	510	10	10	173	24	8
5095	0	40	40	505	1	506	7	510	10	10	173	0	8
5097	0	47	47	505	1	506	7	511	2	10	173	32	8
5099	0	33	33	505	1	506	7	511	4	10	173	16	8
5102	0	30	30	505	1	506	7	511	7	10	173	24	8
5103	0	14	14	505	1	506	7	511	8	10	173	24	8
5103	0	40	40	505	1	506	7	511	8	10	173	0	8
5105	0	47	47	505	1	506	7	511	10	10	173	32	8
5107	0	33	33	505	1	506	7	512	2	10	173	16	8
5110	0	30	30	505	1	506	7	512	5	10	173	24	8
5111	0	14	14	505	1	506	7	512	6	10	173	24	8
5111	0	40	40	505	1	506	7	512	6	10	173	0	8
5113	0	47	47	505	1	506	7	512	8	10	173	32	8
5115	0	33	33	505	1	506	7	512	10	10	173	16	8
5132	0	35	35	513	1	514	7	514	7	10	173	16	8
5132	0	38	38	513	1	514	7	514	7	10	173	24	8
5135	0	34	34	513	1	514	7	514	10	10	173	24	8
5137	0	32	32	513	1	514	7	515	2	10	173	24	8
5139	0	31	31	513	1	514	7	515	4	10	173	40	8
5139	0	48	48	513	1	514	7	515	4	10	173	8	8
5140	0	35	35	513	1	514	7	515	5	10	173	16	8
5140	0	38	38	513	1	514	7	515	5	10	173	24	8
5143	0	34	34	513	1	514	7	515	8	10	173	24	8
5145	0	32	32	513	1	514	7	515	10	10	173	24	8
5147	0	31	31	513	1	514	7	516	2	10	173	40	8
5147	0	48	48	513	1	514	7	516	2	10	173	8	8
5148	0	35	35	513	1	514	7	516	3	10	173	16	8
5148	0	38	38	513	1	514	7	516	3	10	173	24	8
5151	0	34	34	513	1	514	7	516	6	10	173	24	8
5153	0	32	32	513	1	514	7	516	8	10	173	24	8
5155	0	31	31	513	1	514	7	516	10	10	173	40	8
5155	0	48	48	513	1	514	7	516	10	10	173	8	8
5156	0	35	35	513	1	514	7	517	1	10	173	16	8
5156	0	38	38	513	1	514	7	517	1	10	173	24	8
5159	0	34	34	513	1	514	7	517	4	10	173	24	8
5161	0	32	32	513	1	514	7	517	6	10	173	24	8
5163	0	31	31	513	1	514	7	517	8	10	173	40	8
5163	0	48	48	513	1	514	7	517	8	10	173	8	8
5164	0	35	35	513	1	514	7	517	9	10	173	16	8
5164	0	38	38	513	1	514	7	517	9	10	173	24	8
5167	0	34	34	513	1	514	7	518	2	10	173	24	8
5169	0	32	32	513	1	514	7	518	4	10	173	24	8
5171	0	31	31	513	1	514	7	518	6	10	173	40	8
5171	0	48	48	513	1	514	7	518	6	10	173	8	8
5172	0	35	35	513	1	514	7	518	7	10	173	16	8
5172	0	38	38	513	1	514	7	518	7	10	173	24	8
5175	0	34	34	513	1	514	7	518	10	10	173	24	8
5177	0	32	32	513	1	514	7	519	2	10	173	24	8
5179	0	31	31	513	1	514	7	519	4	10	173	40	8
5179	0	48	48	513	1	514	7	519	4	10	173	8	8
5180	0	35	35	513	1	514	7	519	5	10	173	16	8
5180	0	38	38	513	1	514	7	519	5	10	173	24	8
5183	0	34	34	513	1	514	7	519	8	10	173	24	8
5185	0	32	32	513	1	514	7	519	10	10	173	24	8
5187	0	31	31	513	1	514	7	520	2	10	173	40	8
5187	0	48	48	513	1	514	7	520	2	10	173	8	8
5188	0	35	35	513	1	514	7	520	3	10	173	16	8
5188	0	38	38	513	1	514	7	520	3	10	173	24	8
5191	0	34	34	513	1	514	7	520	6	10	173	24	8
5193	0	32	32	513	1	514	7	520	8	10	173	24	8
5195	0	31	31	513	1	514	7	520	10	10	173	40	8
5195	0	48	48	513	1	514	7	520	10	10	173	8	8
5214	0	46	46	521	1	522	7	522	9	10	173	16	8
5215	0	24	24	521	1	522	7	522	10	10	173	0	8
5216	0	1	1	521	1	522	7	523	1	10	173	32	8
5218	0	44	44	521	1	522	7	523	3	10	173	16	8
5222	0	46	46	521	1	522	7	523	7	10	173	16	8
5223	0	24	24	521	1	522	7	523	8	10	173	0	8
5224	0	1	1	521	1	522	7	523	9	10	173	32	8
5226	0	44	44	521	1	522	7	524	1	10	173	16	8
5230	0	46	46	521	1	522	7	524	5	10	173	16	8
5231	0	24	24	521	1	522	7	524	6	10	173	0	8
5232	0	1	1	521	1	522	7	524	7	10	173	32	8
5234	0	44	44	521	1	522	7	524	9	10	173	16	8
5238	0	46	46	521	1	522	7	525	3	10	173	16	8
5239	0	24	24	521	1	522	7	525	4	10	173	0	8
5240	0	1	1	521	1	522	7	525	5	10	173	32	8
5242	0	44	44	521	1	522	7	525	7	10	173	16	8
5246	0	46	46	521	1	522	7	526	1	10	173	16	8
5247	0	24	24	521	1	522	7	526	2	10	173	0	8
5248	0	1	1	521	1	522	7	526	3	10	173	32	8
5250	0	44	44	521	1	522	7	526	5	10	173	16	8
5254	0	46	46	521	1	522	7	526	9	10	173	16	8
5255	0	24	24	521	1	522	7	526	10	10	173	0	8
5256	0	1	1	521	1	522	7	527	1	10	173	32	8
5258	0	44	44	521	1	522	7	527	3	10	173	16	8
5262	0	46	46	521	1	522	7	527	7	10	173	16	8
5263	0	24	24	521	1	522	7	527	8	10	173	0	8
5264	0	1	1	521	1	522	7	527	9	10	173	32	8
5266	0	44	44	521	1	522	7	528	1	10	173	16	8
5270	0	46	46	521	1	522	7	528	5	10	173	16	8
5271	0	24	24	521	1	522	7	528	6	10	173	0	8
5272	0	1	1	521	1	522	7	528	7	10	173	32	8
5274	0	44	44	521	1	522	7	528	9	10	173	16	8
5296	0	12	12	529	1	530	7	531	1	10	173	40	8
5299	0	5	5	529	1	530	7	531	4	10	173	40	8
5304	0	12	12	529	1	530	7	531	9	10	173	40	8
5307	0	5	5	529	1	530	7	532	2	10	173	40	8
5312	0	12	12	529	1	530	7	532	7	10	173	40	8
5315	0	5	5	529	1	530	7	532	10	10	173	40	8
5320	0	12	12	529	1	530	7	533	5	10	173	40	8
5323	0	5	5	529	1	530	7	533	8	10	173	40	8
5328	0	12	12	529	1	530	7	534	3	10	173	40	8
5331	0	5	5	529	1	530	7	534	6	10	173	40	8
5336	0	12	12	529	1	530	7	535	1	10	173	40	8
5339	0	5	5	529	1	530	7	535	4	10	173	40	8
5344	0	12	12	529	1	530	7	535	9	10	173	40	8
5347	0	5	5	529	1	530	7	536	2	10	173	40	8
5352	0	12	12	529	1	530	7	536	7	10	173	40	8
5355	0	5	5	529	1	530	7	536	10	10	173	40	8
5373	0	16	16	537	1	538	7	538	8	10	173	40	8
5373	0	45	45	537	1	538	7	538	8	10	173	0	8
5378	0	37	37	537	1	538	7	539	3	10	173	40	8
5379	0	23	23	537	1	538	7	539	4	10	173	32	8
5381	0	16	16	537	1	538	7	539	6	10	173	40	8
5381	0	45	45	537	1	538	7	539	6	10	173	0	8
5386	0	37	37	537	1	538	7	540	1	10	173	40	8
5387	0	23	23	537	1	538	7	540	2	10	173	32	8
5389	0	16	16	537	1	538	7	540	4	10	173	40	8
5389	0	45	45	537	1	538	7	540	4	10	173	0	8
5394	0	37	37	537	1	538	7	540	9	10	173	40	8
5395	0	23	23	537	1	538	7	540	10	10	173	32	8
5397	0	16	16	537	1	538	7	541	2	10	173	40	8
5397	0	45	45	537	1	538	7	541	2	10	173	0	8
5402	0	37	37	537	1	538	7	541	7	10	173	40	8
5403	0	23	23	537	1	538	7	541	8	10	173	32	8
5405	0	16	16	537	1	538	7	541	10	10	173	40	8
5405	0	45	45	537	1	538	7	541	10	10	173	0	8
5410	0	37	37	537	1	538	7	542	5	10	173	40	8
5411	0	23	23	537	1	538	7	542	6	10	173	32	8
5413	0	16	16	537	1	538	7	542	8	10	173	40	8
5413	0	45	45	537	1	538	7	542	8	10	173	0	8
5418	0	37	37	537	1	538	7	543	3	10	173	40	8
5419	0	23	23	537	1	538	7	543	4	10	173	32	8
