% time	cellId	IMSI	RNTI	frame	sframe	pscchRi	pscchF1	pscchSF1	pscchF2	pscchSF2	mcs	TBS	psschRB	psschLen	pssch_itrp
61116	0	25	25	993	1	246	993	7	993	8	10	173	24	8	2
61116	0	37	37	993	1	94	993	5	994	5	10	173	16	8	2
61116	0	50	50	993	1	41	993	10	994	3	10	173	16	8	0
61196	0	30	30	1001	1	40	1001	9	1002	2	10	173	16	8	6
61196	0	40	40	1001	1	308	1001	5	1001	10	10	173	32	8	3
61196	0	41	41	1001	1	114	1001	3	1002	1	10	173	24	8	0
61276	0	34	34	1009	1	260	1009	5	1009	7	10	173	40	8	7
61356	0	28	28	1017	1	283	1018	2	1018	5	10	173	16	8	3
61356	0	31	31	1017	1	1	1017	2	1017	3	10	173	40	8	2
61356	0	38	38	1017	1	126	1017	7	1018	5	10	173	16	8	1
61356	0	43	43	1017	1	262	1017	7	1017	9	10	173	0	8	2
61436	0	9	9	1	1	168	1	4	1	9	10	173	40	8	2
61436	0	20	20	1	1	73	1	10	2	5	10	173	32	8	6
61436	0	48	48	1	1	110	1	6	2	5	10	173	40	8	1
61516	0	16	16	9	1	70	9	7	10	2	10	173	24	8	0
61516	0	45	45	9	1	85	9	6	10	2	10	173	8	8	0
61756	0	14	14	33	1	67	33	4	33	9	10	173	32	8	2
61916	0	36	36	49	1	43	50	2	50	5	10	173	32	8	4
61916	0	44	44	49	1	198	49	4	49	7	10	173	16	8	7
61916	0	47	47	49	1	331	49	2	50	2	10	173	0	8	1
61916	0	50	50	49	1	226	49	2	49	3	10	173	16	8	3
61996	0	30	30	57	1	85	57	6	58	2	10	173	0	8	6
61996	0	37	37	57	1	305	57	2	57	7	10	173	24	8	4
62076	0	40	40	65	1	341	65	6	66	3	10	173	32	8	6
62076	0	41	41	65	1	282	66	1	66	4	10	173	32	8	3
62156	0	25	25	73	1	7	73	8	73	9	10	173	24	8	6
62156	0	34	34	73	1	257	73	2	73	4	10	173	8	8	6
62236	0	9	9	81	1	297	81	10	82	4	10	173	32	8	2
62236	0	31	31	81	1	157	81	8	82	4	10	173	24	8	6
62236	0	38	38	81	1	251	82	2	82	3	10	173	32	8	6
62316	0	28	28	89	1	255	89	1	90	6	10	173	40	8	5
62316	0	43	43	89	1	324	89	5	90	1	10	173	16	8	7
62316	0	48	48	89	1	88	89	9	90	5	10	173	16	8	7
62396	0	20	20	97	1	273	97	2	97	5	10	173	32	8	3
62396	0	32	32	97	1	224	97	1	98	6	10	173	24	8	3
62476	0	45	45	105	1	156	105	7	106	3	10	173	0	8	1
62556	0	4	4	113	1	102	113	7	114	4	10	173	32	8	6
62716	0	47	47	129	1	242	129	3	129	4	10	173	8	8	4
62796	0	30	30	137	1	153	137	4	137	10	10	173	32	8	6
62796	0	44	44	137	1	145	137	2	138	2	10	173	8	8	2
62876	0	36	36	145	1	92	145	3	146	3	10	173	40	8	5
62876	0	40	40	145	1	301	145	2	146	4	10	173	40	8	2
62876	0	41	41	145	1	38	145	7	145	10	10	173	8	8	5
62956	0	34	34	153	1	311	153	8	154	3	10	173	40	8	4
62956	0	37	37	153	1	160	153	1	154	2	10	173	24	8	6
63036	0	9	9	161	1	239	162	5	162	6	10	173	8	8	1
63036	0	38	38	161	1	255	161	1	162	6	10	173	0	8	6
63116	0	25	25	169	1	336	169	1	169	8	10	173	0	8	7
63116	0	31	31	169	1	207	170	3	170	6	10	173	32	8	4
63196	0	28	28	177	1	133	177	6	178	5	10	173	8	8	4
63196	0	48	48	177	1	12	178	3	178	4	10	173	8	8	3
63276	0	32	32	185	1	10	186	1	186	2	10	173	32	8	2
63356	0	20	20	193	1	234	193	10	194	1	10	173	40	8	4
63436	0	14	14	201	1	296	201	9	202	3	10	173	40	8	4
63436	0	45	45	201	1	58	202	1	202	5	10	173	40	8	6
63516	0	10	10	209	1	184	209	5	209	9	10	173	24	8	0
63676	0	30	30	225	1	36	225	5	225	8	10	173	16	8	4
63676	0	41	41	225	1	206	226	2	226	5	10	173	40	8	6
63676	0	44	44	225	1	311	225	8	226	3	10	173	32	8	3
63756	0	40	40	233	1	29	234	4	234	6	10	173	0	8	1
63836	0	9	9	241	1	2	241	3	241	4	10	173	0	8	4
63836	0	34	34	241	1	135	241	1	241	8	10	173	32	8	7
63916	0	31	31	249	1	59	250	2	250	6	10	173	24	8	0
63916	0	36	36	249	1	14	250	5	250	6	10	173	8	8	6
63916	0	37	37	249	1	163	249	4	250	5	10	173	16	8	6
64076	0	48	48	265	1	314	266	1	266	6	10	173	24	8	4
64156	0	25	25	273	1	254	274	5	274	6	10	173	40	8	6
64156	0	28	28	273	1	42	274	1	274	4	10	173	40	8	2
64156	0	32	32	273	1	110	273	6	274	5	10	173	16	8	4
64316	0	20	20	289	1	247	289	8	289	9	10	173	40	8	6
64316	0	43	43	289	1	53	289	6	289	10	10	173	8	8	5
64316	0	50	50	289	1	322	289	3	289	9	10	173	24	8	3
64396	0	47	47	297	1	250	298	1	298	2	10	173	24	8	6
64556	0	50	50	313	1	230	313	6	313	7	10	173	32	8	3
64636	0	9	9	321	1	334	321	5	322	5	10	173	0	8	3
64716	0	34	34	329	1	14	330	5	330	6	10	173	0	8	1
64796	0	31	31	337	1	147	337	4	338	4	10	173	0	8	6
64796	0	37	37	337	1	175	338	1	338	6	10	173	8	8	5
64796	0	38	38	337	1	165	337	1	337	6	10	173	24	8	1
64876	0	48	48	345	1	22	345	7	345	9	10	173	24	8	2
65036	0	14	14	361	1	264	361	9	362	1	10	173	16	8	4
65036	0	32	32	361	1	91	361	2	362	2	10	173	24	8	5
65116	0	25	25	369	1	214	369	5	369	7	10	173	16	8	5
65116	0	50	50	369	1	238	370	4	370	5	10	173	32	8	2
65276	0	20	20	385	1	340	385	5	386	2	10	173	8	8	6
65276	0	41	41	385	1	293	385	6	385	10	10	173	0	8	6
65276	0	45	45	385	1	269	386	4	386	6	10	173	40	8	7
65276	0	47	47	385	1	157	385	8	386	4	10	173	16	8	2
65356	0	30	30	393	1	74	394	1	394	6	10	173	16	8	2
65356	0	35	35	393	1	226	393	2	393	3	10	173	8	8	4
65356	0	43	43	393	1	65	393	2	393	7	10	173	0	8	7
65436	0	40	40	401	1	347	401	3	402	2	10	173	8	8	1
65516	0	26	26	409	1	334	409	5	410	5	10	173	40	8	6
65516	0	44	44	409	1	184	409	5	409	9	10	173	0	8	6
65596	0	38	38	417	1	210	417	1	417	3	10	173	40	8	5
65676	0	31	31	425	1	325	425	6	426	2	10	173	16	8	1
65756	0	37	37	433	1	328	433	9	434	5	10	173	16	8	0
65756	0	48	48	433	1	213	433	4	433	6	10	173	32	8	7
65836	0	32	32	441	1	25	441	10	442	2	10	173	8	8	3
65836	0	36	36	441	1	266	442	1	442	3	10	173	8	8	7
65916	0	14	14	449	1	129	449	2	450	1	10	173	0	8	7
65916	0	50	50	449	1	331	449	2	450	2	10	173	24	8	2
65996	0	28	28	457	1	127	457	8	458	6	10	173	24	8	1
66076	0	25	25	465	1	267	466	2	466	4	10	173	24	8	1
66156	0	30	30	473	1	276	473	5	473	8	10	173	40	8	0
66156	0	41	41	473	1	65	473	2	473	7	10	173	16	8	0
66236	0	9	9	481	1	321	481	2	481	8	10	173	8	8	6
66236	0	20	20	481	1	204	481	10	482	3	10	173	8	8	1
66236	0	40	40	481	1	171	481	7	482	2	10	173	32	8	1
66236	0	45	45	481	1	178	481	3	482	5	10	173	24	8	3
66316	0	43	43	489	1	255	489	1	490	6	10	173	40	8	4
66396	0	44	44	497	1	247	497	8	497	9	10	173	40	8	7
66476	0	34	34	505	1	73	505	10	506	5	10	173	24	8	1
66556	0	36	36	513	1	157	513	8	514	4	10	173	0	8	6
66636	0	48	48	521	1	156	521	7	522	3	10	173	32	8	3
66716	0	14	14	529	1	94	529	5	530	5	10	173	0	8	2
66716	0	37	37	529	1	253	530	4	530	5	10	173	8	8	4
66876	0	36	36	545	1	309	545	6	546	1	10	173	32	8	0
66876	0	47	47	545	1	186	545	7	546	1	10	173	8	8	3
66956	0	28	28	553	1	25	553	10	554	2	10	173	24	8	6
67036	0	9	9	561	1	340	561	5	562	2	10	173	8	8	2
67116	0	25	25	569	1	319	569	5	570	6	10	173	0	8	0
67116	0	40	40	569	1	351	569	7	570	6	10	173	32	8	5
67196	0	20	20	577	1	278	577	7	577	10	10	173	16	8	3
67196	0	45	45	577	1	11	578	2	578	3	10	173	24	8	7
67276	0	44	44	585	1	51	585	4	585	8	10	173	24	8	5
67356	0	38	38	593	1	130	593	3	594	2	10	173	8	8	2
67436	0	31	31	601	1	31	601	2	602	6	10	173	24	8	2
67516	0	48	48	609	1	196	609	2	609	5	10	173	32	8	6
67596	0	32	32	617	1	89	617	10	618	6	10	173	16	8	3
67756	0	41	41	633	1	262	633	7	633	9	10	173	32	8	3
67756	0	47	47	633	1	143	633	9	634	6	10	173	8	8	3
67836	0	36	36	641	1	109	641	5	642	4	10	173	40	8	0
67916	0	28	28	649	1	102	649	7	650	4	10	173	32	8	3
67916	0	40	40	649	1	37	649	6	649	9	10	173	24	8	1
68076	0	25	25	665	1	11	666	2	666	3	10	173	0	8	3
68156	0	34	34	673	1	349	673	5	674	4	10	173	0	8	0
68156	0	38	38	673	1	75	673	1	674	2	10	173	0	8	2
68156	0	44	44	673	1	337	673	2	673	9	10	173	16	8	1
68156	0	45	45	673	1	136	673	2	673	9	10	173	8	8	7
68316	0	14	14	689	1	73	689	10	690	5	10	173	16	8	7
68316	0	43	43	689	1	223	690	4	690	6	10	173	16	8	3
68316	0	50	50	689	1	56	689	9	690	3	10	173	16	8	3
68396	0	48	48	697	1	131	697	4	698	3	10	173	0	8	2
68556	0	42	42	713	1	248	713	9	713	10	10	173	32	8	4
68636	0	9	9	721	1	75	721	1	722	2	10	173	16	8	5
68796	0	28	28	737	1	237	738	3	738	4	10	173	24	8	6
68796	0	40	40	737	1	241	737	2	737	3	10	173	16	8	5
68876	0	36	36	745	1	322	745	3	745	9	10	173	32	8	1
69036	0	34	34	761	1	32	761	1	761	4	10	173	0	8	4
69036	0	44	44	761	1	41	761	10	762	3	10	173	24	8	7
69116	0	25	25	769	1	145	769	2	770	2	10	173	8	8	5
69116	0	45	45	769	1	208	769	1	770	5	10	173	24	8	4
69116	0	50	50	769	1	263	769	8	769	10	10	173	32	8	2
69276	0	43	43	785	1	317	785	3	786	4	10	173	32	8	5
69356	0	32	32	793	1	100	793	5	794	2	10	173	8	8	2
69356	0	41	41	793	1	342	793	7	794	4	10	173	8	8	6
69436	0	47	47	801	1	0	801	1	801	2	10	173	32	8	1
69516	0	2	2	809	1	247	809	8	809	9	10	173	32	8	6
69596	0	40	40	817	1	39	817	8	818	1	10	173	40	8	7
69756	0	28	28	833	1	40	833	9	834	2	10	173	0	8	5
69916	0	34	34	849	1	279	849	8	850	1	10	173	0	8	3
69916	0	38	38	849	1	273	849	2	849	5	10	173	40	8	5
69916	0	44	44	849	1	233	849	9	849	10	10	173	24	8	4
69996	0	14	14	857	1	350	857	6	858	5	10	173	8	8	4
69996	0	31	31	857	1	182	857	3	857	7	10	173	24	8	5
70076	0	20	20	865	1	330	865	1	866	1	10	173	16	8	7
70076	0	25	25	865	1	304	865	1	865	6	10	173	8	8	2
70076	0	45	45	865	1	102	865	7	866	4	10	173	8	8	6
70076	0	48	48	865	1	92	865	3	866	3	10	173	32	8	7
70236	0	32	32	881	1	82	881	3	881	9	10	173	0	8	3
70236	0	41	41	881	1	73	881	10	882	5	10	173	40	8	7
70236	0	47	47	881	1	163	881	4	882	5	10	173	40	8	3
70316	0	9	9	889	1	309	889	6	890	1	10	173	40	8	0
70316	0	43	43	889	1	238	890	4	890	5	10	173	40	8	7
70396	0	37	37	897	1	119	897	8	898	6	10	173	24	8	1
70556	0	31	31	913	1	291	913	4	913	8	10	173	24	8	0
70716	0	38	38	929	1	136	929	2	929	9	10	173	32	8	1
70716	0	50	50	929	1	203	929	9	930	2	10	173	40	8	7
70796	0	14	14	937	1	127	937	8	938	6	10	173	8	8	0
70796	0	34	34	937	1	41	937	10	938	3	10	173	40	8	6
70796	0	44	44	937	1	45	937	1	938	4	10	173	16	8	5
70876	0	31	31	945	1	267	946	2	946	4	10	173	0	8	3
70956	0	48	48	953	1	58	954	1	954	5	10	173	8	8	5
71036	0	20	20	961	1	73	961	10	962	5	10	173	32	8	4
71036	0	32	32	961	1	180	961	1	961	5	10	173	40	8	1
71036	0	41	41	961	1	123	961	4	962	2	10	173	0	8	5
71036	0	45	45	961	1	30	961	1	962	5	10	173	16	8	2
71116	0	9	9	969	1	82	969	3	969	9	10	173	40	8	3
71116	0	25	25	969	1	334	969	5	970	5	10	173	8	8	2
71116	0	47	47	969	1	87	969	8	970	4	10	173	16	8	1
71276	0	40	40	985	1	219	985	10	986	2	10	173	16	8	1
71276	0	43	43	985	1	119	985	8	986	6	10	173	24	8	2
71356	0	37	37	993	1	97	993	2	993	9	10	173	24	8	5
71516	0	20	20	1009	1	124	1009	5	1010	3	10	173	16	8	4
71596	0	34	34	1017	1	109	1017	5	1018	4	10	173	8	8	6
71596	0	38	38	1017	1	43	1018	2	1018	5	10	173	24	8	1
71676	0	14	14	1	1	59	2	2	2	6	10	173	40	8	4
71676	0	44	44	1	1	320	1	1	1	7	10	173	40	8	0
71756	0	31	31	9	1	169	9	5	9	10	10	173	32	8	2
71836	0	41	41	17	1	219	17	10	18	2	10	173	32	8	7
71836	0	48	48	17	1	9	17	10	18	1	10	173	0	8	7
71916	0	9	9	25	1	205	26	1	26	4	10	173	24	8	4
71916	0	32	32	25	1	73	25	10	26	5	10	173	40	8	2
71916	0	47	47	25	1	164	25	5	26	6	10	173	0	8	5
71996	0	20	20	33	1	280	33	9	34	2	10	173	40	8	4
71996	0	45	45	33	1	91	33	2	34	2	10	173	8	8	0
72076	0	25	25	41	1	156	41	7	42	3	10	173	16	8	3
72076	0	40	40	41	1	139	41	5	42	2	10	173	16	8	5
72236	0	37	37	57	1	63	57	4	58	6	10	173	16	8	3
72316	0	43	43	65	1	238	66	4	66	5	10	173	40	8	3
72316	0	50	50	65	1	262	65	7	65	9	10	173	24	8	3
72556	0	28	28	89	1	14	90	5	90	6	10	173	8	8	5
72636	0	41	41	97	1	135	97	1	97	8	10	173	32	8	7
72716	0	9	9	105	1	199	105	5	105	8	10	173	40	8	6
72716	0	48	48	105	1	249	105	10	106	1	10	173	16	8	6
72796	0	32	32	113	1	289	113	2	113	6	10	173	8	8	2
72796	0	36	36	113	1	262	113	7	113	9	10	173	16	8	1
72796	0	47	47	113	1	34	113	3	113	6	10	173	32	8	4
72956	0	40	40	129	1	214	129	5	129	7	10	173	16	8	0
73036	0	20	20	137	1	94	137	5	138	5	10	173	8	8	1
73036	0	25	25	137	1	188	137	9	138	3	10	173	8	8	2
73116	0	50	50	145	1	7	145	8	145	9	10	173	8	8	5
73196	0	37	37	153	1	279	153	8	154	1	10	173	32	8	0
73276	0	43	43	161	1	318	161	4	162	5	10	173	24	8	0
73356	0	34	34	169	1	190	170	1	170	5	10	173	24	8	4
73436	0	44	44	177	1	109	177	5	178	4	10	173	24	8	7
73516	0	28	28	185	1	311	185	8	186	3	10	173	40	8	6
73516	0	34	34	185	1	172	185	8	186	3	10	173	8	8	5
73596	0	47	47	193	1	195	193	1	193	4	10	173	24	8	5
73676	0	32	32	201	1	219	201	10	202	2	10	173	40	8	3
73756	0	40	40	209	1	346	209	2	210	1	10	173	0	8	7
73916	0	50	50	225	1	239	226	5	226	6	10	173	16	8	2
73996	0	20	20	233	1	153	233	4	233	10	10	173	32	8	0
74076	0	25	25	241	1	289	241	2	241	6	10	173	24	8	2
74156	0	37	37	249	1	332	249	3	250	3	10	173	8	8	2
74236	0	34	34	257	1	209	257	2	258	6	10	173	8	8	1
74316	0	9	9	265	1	159	265	10	266	6	10	173	8	8	3
74316	0	31	31	265	1	224	265	1	266	6	10	173	8	8	4
74316	0	41	41	265	1	319	265	5	266	6	10	173	0	8	0
74316	0	43	43	265	1	246	265	7	265	8	10	173	32	8	6
74316	0	44	44	265	1	117	265	6	266	4	10	173	16	8	5
74396	0	28	28	273	1	324	273	5	274	1	10	173	40	8	7
74396	0	48	48	273	1	243	273	4	273	5	10	173	32	8	0
74556	0	31	31	289	1	163	289	4	290	5	10	173	24	8	1
74636	0	40	40	297	1	20	297	5	297	7	10	173	32	8	6
74716	0	50	50	305	1	222	306	3	306	5	10	173	8	8	3
74796	0	45	45	313	1	205	314	1	314	4	10	173	24	8	5
74956	0	14	14	329	1	130	329	3	330	2	10	173	32	8	4
74956	0	20	20	329	1	208	329	1	330	5	10	173	8	8	2
75036	0	25	25	337	1	160	337	1	338	2	10	173	32	8	6
75036	0	37	37	337	1	48	337	1	337	5	10	173	16	8	3
75036	0	38	38	337	1	300	337	1	338	3	10	173	32	8	5
75116	0	9	9	345	1	114	345	3	346	1	10	173	8	8	6
75116	0	34	34	345	1	126	345	7	346	5	10	173	24	8	4
75116	0	41	41	345	1	224	345	1	346	6	10	173	32	8	4
75196	0	31	31	353	1	266	354	1	354	3	10	173	8	8	1
75276	0	43	43	361	1	8	361	9	361	10	10	173	8	8	3
75276	0	44	44	361	1	131	361	4	362	3	10	173	0	8	0
75276	0	47	47	361	1	326	361	7	362	3	10	173	24	8	0
75276	0	48	48	361	1	202	361	8	362	1	10	173	0	8	0
75356	0	28	28	369	1	306	369	3	369	8	10	173	16	8	0
75436	0	32	32	377	1	62	377	3	378	5	10	173	8	8	3
75516	0	39	39	385	1	328	385	9	386	5	10	173	24	8	0
75756	0	36	36	409	1	16	409	1	409	3	10	173	24	8	0
75916	0	9	9	425	1	165	425	1	425	6	10	173	40	8	6
75916	0	20	20	425	1	240	425	1	425	2	10	173	40	8	5
75916	0	34	34	425	1	133	425	6	426	5	10	173	40	8	3
75916	0	41	41	425	1	33	425	2	425	5	10	173	40	8	0
75996	0	37	37	433	1	312	433	9	434	4	10	173	24	8	0
76076	0	25	25	441	1	31	441	2	442	6	10	173	8	8	5
76076	0	47	47	441	1	335	441	6	442	6	10	173	0	8	3
76156	0	44	44	449	1	45	449	1	450	4	10	173	24	8	6
76156	0	48	48	449	1	231	449	7	449	8	10	173	8	8	6
76316	0	28	28	465	1	79	465	5	466	6	10	173	8	8	4
76316	0	32	32	465	1	260	465	5	465	7	10	173	40	8	0
76316	0	40	40	465	1	107	465	3	466	2	10	173	8	8	0
76316	0	43	43	465	1	24	465	9	466	1	10	173	24	8	4
76396	0	50	50	473	1	144	473	1	474	1	10	173	24	8	3
77516	0	10	10	585	1	134	585	7	586	6	10	173	8	8	7
77676	0	24	24	601	1	238	602	4	602	5	10	173	8	8	3
77676	0	45	45	601	1	175	602	1	602	6	10	173	16	8	5
77756	0	31	31	609	1	95	609	6	610	6	10	173	0	8	3
77756	0	36	36	609	1	300	609	1	610	3	10	173	16	8	3
77756	0	47	47	609	1	199	609	5	609	8	10	173	0	8	3
77836	0	20	20	617	1	162	617	3	618	4	10	173	40	8	0
77836	0	37	37	617	1	105	617	1	617	10	10	173	8	8	4
77916	0	44	44	625	1	56	625	9	626	3	10	173	8	8	1
77916	0	48	48	625	1	195	625	1	625	4	10	173	40	8	1
77996	0	25	25	633	1	187	633	8	634	2	10	173	40	8	6
77996	0	32	32	633	1	146	633	3	634	3	10	173	16	8	0
77996	0	40	40	633	1	40	633	9	634	2	10	173	8	8	0
77996	0	50	50	633	1	281	633	10	634	3	10	173	0	8	1
78156	0	28	28	649	1	197	649	3	649	6	10	173	0	8	6
78236	0	14	14	657	1	72	657	9	658	4	10	173	24	8	4
78236	0	43	43	657	1	53	657	6	657	10	10	173	8	8	0
78316	0	9	9	665	1	92	665	3	666	3	10	173	0	8	5
78316	0	41	41	665	1	108	665	4	666	3	10	173	32	8	5
78396	0	38	38	673	1	246	673	7	673	8	10	173	8	8	3
78556	0	8	8	689	1	112	689	1	689	9	10	173	8	8	4
78636	0	31	31	697	1	128	697	1	697	10	10	173	0	8	1
78796	0	20	20	713	1	78	713	4	714	5	10	173	24	8	1
78796	0	37	37	713	1	38	713	7	713	10	10	173	32	8	2
78796	0	40	40	713	1	263	713	8	713	10	10	173	24	8	2
78796	0	44	44	713	1	184	713	5	713	9	10	173	8	8	6
78796	0	48	48	713	1	267	714	2	714	4	10	173	8	8	6
78796	0	50	50	713	1	128	713	1	713	10	10	173	40	8	5
78876	0	32	32	721	1	291	721	4	721	8	10	173	16	8	0
79036	0	14	14	737	1	90	737	1	738	1	10	173	40	8	6
79036	0	25	25	737	1	86	737	7	738	3	10	173	32	8	4
79116	0	28	28	745	1	54	745	7	746	1	10	173	0	8	6
79196	0	9	9	753	1	175	754	1	754	6	10	173	0	8	1
79196	0	41	41	753	1	81	753	2	753	8	10	173	32	8	3
79276	0	38	38	761	1	290	761	3	761	7	10	173	24	8	6
79276	0	43	43	761	1	152	761	3	761	9	10	173	8	8	6
79436	0	34	34	777	1	336	777	1	777	8	10	173	8	8	6
79436	0	47	47	777	1	20	777	5	777	7	10	173	0	8	5
79596	0	45	45	793	1	14	794	5	794	6	10	173	40	8	4
80556	0	5	5	889	1	29	890	4	890	6	10	173	32	8	5
80636	0	37	37	897	1	283	898	2	898	5	10	173	8	8	1
80716	0	14	14	905	1	169	905	5	905	10	10	173	8	8	5
80716	0	20	20	905	1	351	905	7	906	6	10	173	16	8	2
80796	0	9	9	913	1	107	913	3	914	2	10	173	24	8	1
80796	0	41	41	913	1	164	913	5	914	6	10	173	0	8	0
80956	0	38	38	929	1	213	929	4	929	6	10	173	0	8	0
81116	0	34	34	945	1	77	945	3	946	4	10	173	8	8	2
81116	0	47	47	945	1	157	945	8	946	4	10	173	8	8	5
81196	0	50	50	953	1	325	953	6	954	2	10	173	8	8	5
81276	0	31	31	961	1	150	961	1	961	7	10	173	24	8	7
81276	0	43	43	961	1	28	962	3	962	5	10	173	8	8	4
81356	0	48	48	969	1	290	969	3	969	7	10	173	8	8	3
81436	0	45	45	977	1	55	977	8	978	2	10	173	0	8	2
81516	0	26	26	985	1	252	986	3	986	4	10	173	8	8	6
81516	0	32	32	985	1	350	985	6	986	5	10	173	16	8	7
81596	0	41	41	993	1	245	993	6	993	7	10	173	32	8	1
81676	0	20	20	1001	1	214	1001	5	1001	7	10	173	0	8	1
81836	0	38	38	1017	1	115	1017	4	1018	2	10	173	8	8	4
81996	0	34	34	9	1	141	9	7	10	4	10	173	8	8	7
81996	0	47	47	9	1	70	9	7	10	2	10	173	40	8	3
81996	0	50	50	9	1	345	9	1	9	10	10	173	16	8	5
82076	0	31	31	17	1	164	17	5	18	6	10	173	24	8	0
82236	0	43	43	33	1	109	33	5	34	4	10	173	40	8	4
82236	0	48	48	33	1	126	33	7	34	5	10	173	24	8	7
82316	0	14	14	41	1	261	41	6	41	8	10	173	32	8	5
82316	0	32	32	41	1	103	41	8	42	5	10	173	16	8	4
82396	0	9	9	49	1	269	50	4	50	6	10	173	16	8	7
82396	0	45	45	49	1	212	49	3	49	5	10	173	24	8	6
82476	0	37	37	57	1	182	57	3	57	7	10	173	16	8	7
82556	0	47	47	65	1	90	65	1	66	1	10	173	8	8	7
82636	0	20	20	73	1	272	73	1	73	4	10	173	16	8	0
82636	0	38	38	73	1	231	73	7	73	8	10	173	8	8	3
82716	0	36	36	81	1	299	82	2	82	6	10	173	40	8	5
82796	0	47	47	89	1	300	89	1	90	3	10	173	40	8	0
82796	0	50	50	89	1	4	89	5	89	6	10	173	40	8	1
82876	0	34	34	97	1	90	97	1	98	1	10	173	40	8	5
82956	0	31	31	105	1	237	106	3	106	4	10	173	16	8	5
83036	0	25	25	113	1	281	113	10	114	3	10	173	16	8	4
83036	0	40	40	113	1	134	113	7	114	6	10	173	8	8	1
83116	0	14	14	121	1	74	122	1	122	6	10	173	32	8	3
83116	0	48	48	121	1	271	121	2	122	6	10	173	24	8	2
83196	0	9	9	129	1	69	129	6	130	1	10	173	40	8	7
83196	0	32	32	129	1	106	129	2	130	1	10	173	8	8	3
83196	0	44	44	129	1	52	129	5	129	9	10	173	8	8	6
83276	0	41	41	137	1	158	137	9	138	5	10	173	40	8	4
83276	0	43	43	137	1	124	137	5	138	3	10	173	40	8	4
83356	0	45	45	145	1	161	145	2	146	3	10	173	32	8	5
83436	0	37	37	153	1	106	153	2	154	1	10	173	32	8	0
83516	0	18	18	161	1	62	161	3	162	5	10	173	0	8	3
83596	0	20	20	169	1	306	169	3	169	8	10	173	40	8	7
83596	0	47	47	169	1	171	169	7	170	2	10	173	8	8	4
83596	0	50	50	169	1	31	169	2	170	6	10	173	40	8	0
83756	0	34	34	185	1	2	185	3	185	4	10	173	40	8	5
83836	0	31	31	193	1	295	193	8	194	2	10	173	8	8	0
83836	0	40	40	193	1	95	193	6	194	6	10	173	16	8	0
83916	0	24	24	201	1	62	201	3	202	5	10	173	16	8	2
83996	0	9	9	209	1	286	209	2	210	5	10	173	32	8	7
83996	0	14	14	209	1	155	209	6	210	2	10	173	16	8	7
83996	0	25	25	209	1	160	209	1	210	2	10	173	16	8	0
83996	0	48	48	209	1	218	209	9	210	1	10	173	0	8	7
84076	0	32	32	217	1	316	217	2	218	3	10	173	32	8	0
84076	0	41	41	217	1	324	217	5	218	1	10	173	24	8	3
84076	0	44	44	217	1	279	217	8	218	1	10	173	0	8	3
84236	0	43	43	233	1	349	233	5	234	4	10	173	0	8	2
84316	0	37	37	241	1	91	241	2	242	2	10	173	24	8	4
84316	0	45	45	241	1	342	241	7	242	4	10	173	24	8	5
84396	0	38	38	249	1	90	249	1	250	1	10	173	0	8	4
84556	0	7	7	265	1	230	265	6	265	7	10	173	40	8	2
84716	0	31	31	281	1	37	281	6	281	9	10	173	32	8	2
84716	0	40	40	281	1	164	281	5	282	6	10	173	8	8	7
84796	0	9	9	289	1	38	289	7	289	10	10	173	0	8	5
84796	0	14	14	289	1	152	289	3	289	9	10	173	24	8	1
84796	0	48	48	289	1	349	289	5	290	4	10	173	24	8	2
84876	0	41	41	297	1	3	297	4	297	5	10	173	8	8	6
84956	0	25	25	305	1	349	305	5	306	4	10	173	32	8	7
84956	0	32	32	305	1	201	305	7	305	10	10	173	24	8	4
84956	0	44	44	305	1	45	305	1	306	4	10	173	16	8	4
85196	0	38	38	329	1	194	329	3	330	6	10	173	8	8	0
85196	0	50	50	329	1	262	329	7	329	9	10	173	8	8	5
85276	0	37	37	337	1	324	337	5	338	1	10	173	16	8	3
85276	0	43	43	337	1	202	337	8	338	1	10	173	32	8	6
85276	0	45	45	337	1	245	337	6	337	7	10	173	8	8	1
85276	0	47	47	337	1	308	337	5	337	10	10	173	8	8	7
85436	0	34	34	353	1	119	353	8	354	6	10	173	16	8	7
85516	0	20	20	361	1	172	361	8	362	3	10	173	8	8	1
85516	0	41	41	361	1	252	362	3	362	4	10	173	32	8	1
85596	0	14	14	369	1	36	369	5	369	8	10	173	0	8	5
85676	0	41	41	377	1	98	377	3	377	10	10	173	0	8	3
85676	0	48	48	377	1	91	377	2	378	2	10	173	24	8	3
85836	0	32	32	393	1	329	393	10	394	6	10	173	16	8	6
85916	0	44	44	401	1	48	401	1	401	5	10	173	8	8	3
85996	0	50	50	409	1	112	409	1	409	9	10	173	40	8	4
86076	0	38	38	417	1	287	417	3	418	6	10	173	32	8	3
86156	0	47	47	425	1	27	426	2	426	4	10	173	8	8	1
86236	0	37	37	433	1	283	434	2	434	5	10	173	16	8	7
86236	0	43	43	433	1	334	433	5	434	5	10	173	40	8	2
86236	0	45	45	433	1	342	433	7	434	4	10	173	24	8	0
86316	0	34	34	441	1	348	441	4	442	3	10	173	24	8	3
86396	0	31	31	449	1	0	449	1	449	2	10	173	40	8	0
86476	0	20	20	457	1	262	457	7	457	9	10	173	40	8	7
86556	0	31	31	465	1	253	466	4	466	5	10	173	24	8	1
